SCHOOL YEAR END DATE,BEDS CODE,NAME,SUBJECT,TOTAL ENROLLED,TOTAL NOT TESTED,TOTAL TESTED,LEVEL 1 COUNT,LEVEL 1 PCT,LEVEL 2 COUNT,LEVEL 2 PCT,LEVEL 3 COUNT,LEVEL 3 PCT,LEVEL 4 COUNT,LEVEL 4 PCT,LEVEL 3-4 PCT,MEAN SCALE SCORE
6/30/2021,331700010091,PS 91 ALBANY AVENUE SCHOOL (THE),Grade 3 Math,33,23,10,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010091,PS 91 ALBANY AVENUE SCHOOL (THE),Grade 4 ELA,44,33,11,2,18%,3,27%,2,18%,4,36%,55%,600
6/30/2021,331700010091,PS 91 ALBANY AVENUE SCHOOL (THE),Grade 4 Math,44,25,19,8,42%,5,26%,2,11%,4,21%,32%,593
6/30/2021,331700010091,PS 91 ALBANY AVENUE SCHOOL (THE),Grade 5 ELA,34,22,12,7,58%,1,8%,3,25%,1,8%,33%,598
6/30/2021,331700010091,PS 91 ALBANY AVENUE SCHOOL (THE),Grade 5 Math,34,22,12,9,75%,2,17%,1,8%,0,0%,8%,579
6/30/2021,331700010092,PS 92 ADRIAN HEGEMAN,Grade 3 ELA,51,42,9,3,33%,4,44%,2,22%,0,0%,22%,583
6/30/2021,331700010092,PS 92 ADRIAN HEGEMAN,Grade 3 Math,51,43,8,6,75%,2,25%,0,0%,0,0%,0%,575
6/30/2021,331700010092,PS 92 ADRIAN HEGEMAN,Grade 4 ELA,43,33,10,0,0%,3,30%,4,40%,3,30%,70%,606
6/30/2021,331700010092,PS 92 ADRIAN HEGEMAN,Grade 4 Math,43,34,9,3,33%,3,33%,1,11%,2,22%,33%,591
6/30/2021,331700010092,PS 92 ADRIAN HEGEMAN,Grade 5 ELA,53,41,12,10,83%,1,8%,1,8%,0,0%,8%,577
6/30/2021,331700010092,PS 92 ADRIAN HEGEMAN,Grade 5 Math,53,41,12,10,83%,1,8%,1,8%,0,0%,8%,582
6/30/2021,331700010138,PS 138,Grade 3 ELA,42,33,9,2,22%,3,33%,4,44%,0,0%,44%,592
6/30/2021,331700010138,PS 138,Grade 3 Math,42,32,10,1,10%,5,50%,3,30%,1,10%,40%,596
6/30/2021,331700010138,PS 138,Grade 4 ELA,36,22,14,2,14%,2,14%,1,7%,9,64%,71%,616
6/30/2021,331700010138,PS 138,Grade 4 Math,36,23,13,2,15%,3,23%,3,23%,5,38%,62%,604
6/30/2021,331700010138,PS 138,Grade 5 ELA,46,24,22,6,27%,8,36%,4,18%,4,18%,36%,598
6/30/2021,331700010138,PS 138,Grade 5 Math,46,24,22,11,50%,4,18%,3,14%,4,18%,32%,590
6/30/2021,331700010138,PS 138,Grade 6 ELA,55,24,31,13,42%,4,13%,12,39%,2,6%,45%,587
6/30/2021,331700010138,PS 138,Grade 6 Math,55,24,31,20,65%,8,26%,2,6%,1,3%,10%,584
6/30/2021,331700010138,PS 138,Grade 7 ELA,75,27,48,14,29%,16,33%,17,35%,1,2%,38%,595
6/30/2021,331700010138,PS 138,Grade 7 Math,75,25,50,18,36%,18,36%,6,12%,8,16%,28%,594
6/30/2021,331700010138,PS 138,Grade 8 ELA,73,30,43,6,14%,9,21%,14,33%,14,33%,65%,602
6/30/2021,331700010138,PS 138,Grade 8 Math,73,28,45,18,40%,14,31%,8,18%,5,11%,29%,597
6/30/2021,331700010161,PS 161 CROWN (THE),Grade 3 ELA,42,31,11,0,0%,4,36%,6,55%,1,9%,64%,604
6/30/2021,331700010161,PS 161 CROWN (THE),Grade 3 Math,42,29,13,3,23%,2,15%,8,62%,0,0%,62%,593
6/30/2021,331700010161,PS 161 CROWN (THE),Grade 4 ELA,49,38,11,0,0%,6,55%,3,27%,2,18%,45%,599
6/30/2021,331700010161,PS 161 CROWN (THE),Grade 4 Math,49,38,11,4,36%,5,45%,2,18%,0,0%,18%,585
6/30/2021,331700010161,PS 161 CROWN (THE),Grade 5 ELA,43,36,7,2,29%,1,14%,2,29%,2,29%,57%,602
6/30/2021,331700010161,PS 161 CROWN (THE),Grade 5 Math,43,34,9,5,56%,2,22%,1,11%,1,11%,22%,590
6/30/2021,331700010181,PS 181,Grade 3 ELA,54,49,5,2,40%,0,0%,2,40%,1,20%,60%,595
6/30/2021,331700010181,PS 181,Grade 3 Math,54,48,6,3,50%,0,0%,2,33%,1,17%,50%,585
6/30/2021,331700010181,PS 181,Grade 4 ELA,68,54,14,4,29%,2,14%,5,36%,3,21%,57%,593
6/30/2021,331700010181,PS 181,Grade 4 Math,67,51,16,5,31%,6,38%,3,19%,2,13%,31%,590
6/30/2021,331700010181,PS 181,Grade 5 ELA,57,38,19,8,42%,3,16%,5,26%,3,16%,42%,595
6/30/2021,331700010181,PS 181,Grade 5 Math,57,38,19,12,63%,3,16%,3,16%,1,5%,21%,584
6/30/2021,331700010181,PS 181,Grade 6 ELA,60,56,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010181,PS 181,Grade 6 Math,60,53,7,4,57%,1,14%,2,29%,0,0%,29%,586
6/30/2021,331700010181,PS 181,Grade 7 ELA,77,66,11,4,36%,4,36%,3,27%,0,0%,27%,590
6/30/2021,331700010181,PS 181,Grade 7 Math,77,68,9,5,56%,1,11%,2,22%,1,11%,33%,582
6/30/2021,331700010181,PS 181,Grade 8 ELA,78,75,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010181,PS 181,Grade 8 Math,78,76,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 3 ELA,88,88,0,0,,0,,0,,0,,,
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 3 Math,87,87,0,0,,0,,0,,0,,,
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 4 ELA,103,103,0,0,,0,,0,,0,,,
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 4 Math,103,103,0,0,,0,,0,,0,,,
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 5 ELA,108,107,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 5 Math,107,106,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 6 ELA,123,122,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 6 Math,124,123,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 7 ELA,119,119,0,0,,0,,0,,0,,,
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 7 Math,119,119,0,0,,0,,0,,0,,,
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 8 ELA,110,110,0,0,,0,,0,,0,,,
6/30/2021,331700010189,PS 189 BILINGUAL CENTER (THE),Grade 8 Math,110,110,0,0,,0,,0,,0,,,
6/30/2021,331700010191,PS 191 PAUL ROBESON,Grade 3 ELA,24,22,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010191,PS 191 PAUL ROBESON,Grade 3 Math,24,22,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010191,PS 191 PAUL ROBESON,Grade 4 ELA,21,21,0,0,,0,,0,,0,,,
6/30/2021,331700010191,PS 191 PAUL ROBESON,Grade 4 Math,21,21,0,0,,0,,0,,0,,,
6/30/2021,331700010191,PS 191 PAUL ROBESON,Grade 5 ELA,30,30,0,0,,0,,0,,0,,,
6/30/2021,331700010191,PS 191 PAUL ROBESON,Grade 5 Math,30,30,0,0,,0,,0,,0,,,
6/30/2021,331700010221,PS 221 TOUSSAINT L'OUVERTURE,Grade 3 ELA,19,18,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010221,PS 221 TOUSSAINT L'OUVERTURE,Grade 3 Math,19,18,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010221,PS 221 TOUSSAINT L'OUVERTURE,Grade 4 ELA,37,30,7,2,29%,1,14%,2,29%,2,29%,57%,599
6/30/2021,331700010221,PS 221 TOUSSAINT L'OUVERTURE,Grade 4 Math,37,28,9,5,56%,2,22%,1,11%,1,11%,22%,590
6/30/2021,331700010221,PS 221 TOUSSAINT L'OUVERTURE,Grade 5 ELA,35,25,10,1,10%,5,50%,2,20%,2,20%,40%,608
6/30/2021,331700010221,PS 221 TOUSSAINT L'OUVERTURE,Grade 5 Math,35,25,10,5,50%,5,50%,0,0%,0,0%,0%,589
6/30/2021,331700010241,PS 241 EMMA L JOHNSTON,Grade 3 ELA,65,37,28,5,18%,6,21%,11,39%,6,21%,61%,604
6/30/2021,331700010241,PS 241 EMMA L JOHNSTON,Grade 3 Math,65,34,31,2,6%,3,10%,5,16%,21,68%,84%,614
6/30/2021,331700010241,PS 241 EMMA L JOHNSTON,Grade 4 ELA,61,42,19,3,16%,4,21%,7,37%,5,26%,63%,600
6/30/2021,331700010241,PS 241 EMMA L JOHNSTON,Grade 4 Math,61,39,22,14,64%,3,14%,4,18%,1,5%,23%,579
6/30/2021,331700010241,PS 241 EMMA L JOHNSTON,Grade 5 ELA,55,36,19,4,21%,4,21%,8,42%,3,16%,58%,604
6/30/2021,331700010241,PS 241 EMMA L JOHNSTON,Grade 5 Math,56,40,16,9,56%,5,31%,2,13%,0,0%,13%,588
6/30/2021,331700010246,MS 246 WALT WHITMAN,Grade 6 ELA,89,60,29,9,31%,7,24%,8,28%,5,17%,45%,594
6/30/2021,331700010246,MS 246 WALT WHITMAN,Grade 6 Math,90,68,22,15,68%,6,27%,1,5%,0,0%,5%,584
6/30/2021,331700010246,MS 246 WALT WHITMAN,Grade 7 ELA,108,89,19,12,63%,3,16%,4,21%,0,0%,21%,583
6/30/2021,331700010246,MS 246 WALT WHITMAN,Grade 7 Math,108,90,18,12,67%,2,11%,4,22%,0,0%,22%,584
6/30/2021,331700010246,MS 246 WALT WHITMAN,Grade 8 ELA,117,71,46,14,30%,12,26%,13,28%,7,15%,43%,591
6/30/2021,331700010246,MS 246 WALT WHITMAN,Grade 8 Math,117,94,23,17,74%,6,26%,0,0%,0,0%,0%,585
6/30/2021,331700010249,PS 249 CATON (THE),Grade 3 ELA,114,24,90,6,7%,42,47%,34,38%,8,9%,47%,599
6/30/2021,331700010249,PS 249 CATON (THE),Grade 3 Math,114,23,91,25,27%,9,10%,36,40%,21,23%,63%,599
6/30/2021,331700010249,PS 249 CATON (THE),Grade 4 ELA,118,24,94,3,3%,26,28%,35,37%,30,32%,69%,608
6/30/2021,331700010249,PS 249 CATON (THE),Grade 4 Math,119,24,95,30,32%,22,23%,21,22%,22,23%,45%,595
6/30/2021,331700010249,PS 249 CATON (THE),Grade 5 ELA,127,25,102,26,25%,30,29%,35,34%,11,11%,45%,600
6/30/2021,331700010249,PS 249 CATON (THE),Grade 5 Math,127,30,97,36,37%,20,21%,17,18%,24,25%,42%,596
6/30/2021,331700010289,PS 289 GEORGE V BROWER,Grade 3 ELA,37,34,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010289,PS 289 GEORGE V BROWER,Grade 3 Math,37,34,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010289,PS 289 GEORGE V BROWER,Grade 4 ELA,41,41,0,0,,0,,0,,0,,,
6/30/2021,331700010289,PS 289 GEORGE V BROWER,Grade 4 Math,41,41,0,0,,0,,0,,0,,,
6/30/2021,331700010289,PS 289 GEORGE V BROWER,Grade 5 ELA,36,36,0,0,,0,,0,,0,,,
6/30/2021,331700010289,PS 289 GEORGE V BROWER,Grade 5 Math,36,36,0,0,,0,,0,,0,,,
6/30/2021,331700010316,PS 316 ELIJAH STROUD,Grade 3 ELA,99,75,24,1,4%,5,21%,11,46%,7,29%,75%,612
6/30/2021,331700010316,PS 316 ELIJAH STROUD,Grade 3 Math,98,61,37,13,35%,6,16%,6,16%,12,32%,49%,596
6/30/2021,331700010316,PS 316 ELIJAH STROUD,Grade 4 ELA,68,48,20,0,0%,1,5%,5,25%,14,70%,95%,625
6/30/2021,331700010316,PS 316 ELIJAH STROUD,Grade 4 Math,68,44,24,3,13%,8,33%,7,29%,6,25%,54%,600
6/30/2021,331700010316,PS 316 ELIJAH STROUD,Grade 5 ELA,69,53,16,1,6%,3,19%,4,25%,8,50%,75%,621
6/30/2021,331700010316,PS 316 ELIJAH STROUD,Grade 5 Math,69,49,20,0,0%,3,15%,4,20%,13,65%,85%,616
6/30/2021,331700010340,IS 340,Grade 6 ELA,69,67,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010340,IS 340,Grade 6 Math,68,65,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010340,IS 340,Grade 7 ELA,83,80,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010340,IS 340,Grade 7 Math,83,79,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010340,IS 340,Grade 8 ELA,52,47,5,0,0%,1,20%,1,20%,3,60%,80%,611
6/30/2021,331700010340,IS 340,Grade 8 Math,52,47,5,2,40%,2,40%,1,20%,0,0%,20%,599
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 5 ELA,1,1,0,0,,0,,0,,0,,,
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 5 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 6 ELA,33,27,6,3,50%,1,17%,1,17%,1,17%,33%,586
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 6 Math,33,27,6,5,83%,0,0%,1,17%,0,0%,17%,586
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 7 ELA,36,23,13,5,38%,3,23%,3,23%,2,15%,38%,597
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 7 Math,36,29,7,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 8 ELA,44,32,12,1,8%,5,42%,3,25%,3,25%,50%,596
6/30/2021,331700010352,EBBETS FIELD MIDDLE SCHOOL,Grade 8 Math,44,34,10,5,50%,3,30%,1,10%,1,10%,20%,589
6/30/2021,331700010353,ELIJAH STROUD MIDDLE SCHOOL,Grade 6 ELA,32,29,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010353,ELIJAH STROUD MIDDLE SCHOOL,Grade 6 Math,32,29,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010353,ELIJAH STROUD MIDDLE SCHOOL,Grade 7 ELA,43,31,12,3,25%,7,58%,1,8%,1,8%,17%,594
6/30/2021,331700010353,ELIJAH STROUD MIDDLE SCHOOL,Grade 7 Math,43,33,10,6,60%,4,40%,0,0%,0,0%,0%,573
6/30/2021,331700010353,ELIJAH STROUD MIDDLE SCHOOL,Grade 8 ELA,57,41,16,3,19%,3,19%,4,25%,6,38%,63%,603
6/30/2021,331700010353,ELIJAH STROUD MIDDLE SCHOOL,Grade 8 Math,57,42,15,6,40%,9,60%,0,0%,0,0%,0%,594
6/30/2021,331700010354,SCHOOL OF INTEGRATED LRNING (THE),Grade 6 ELA,80,76,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010354,SCHOOL OF INTEGRATED LRNING (THE),Grade 6 Math,80,76,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010354,SCHOOL OF INTEGRATED LRNING (THE),Grade 7 ELA,113,111,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010354,SCHOOL OF INTEGRATED LRNING (THE),Grade 7 Math,113,111,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010354,SCHOOL OF INTEGRATED LRNING (THE),Grade 8 ELA,109,109,0,0,,0,,0,,0,,,
6/30/2021,331700010354,SCHOOL OF INTEGRATED LRNING (THE),Grade 8 Math,109,109,0,0,,0,,0,,0,,,
6/30/2021,331700010375,PS 375 JACKIE ROBINSON SCHOOL,Grade 3 ELA,44,18,26,7,27%,13,50%,6,23%,0,0%,23%,589
6/30/2021,331700010375,PS 375 JACKIE ROBINSON SCHOOL,Grade 3 Math,43,21,22,14,64%,4,18%,4,18%,0,0%,18%,580
6/30/2021,331700010375,PS 375 JACKIE ROBINSON SCHOOL,Grade 4 ELA,33,13,20,4,20%,10,50%,4,20%,2,10%,30%,591
6/30/2021,331700010375,PS 375 JACKIE ROBINSON SCHOOL,Grade 4 Math,33,18,15,11,73%,4,27%,0,0%,0,0%,0%,578
6/30/2021,331700010375,PS 375 JACKIE ROBINSON SCHOOL,Grade 5 ELA,40,20,20,9,45%,3,15%,3,15%,5,25%,40%,599
6/30/2021,331700010375,PS 375 JACKIE ROBINSON SCHOOL,Grade 5 Math,40,22,18,9,50%,5,28%,1,6%,3,17%,22%,592
6/30/2021,331700010394,MS 394,Grade 3 ELA,38,36,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010394,MS 394,Grade 3 Math,38,38,0,0,,0,,0,,0,,,
6/30/2021,331700010394,MS 394,Grade 4 ELA,33,25,8,2,25%,4,50%,0,0%,2,25%,25%,592
6/30/2021,331700010394,MS 394,Grade 4 Math,33,25,8,6,75%,1,13%,1,13%,0,0%,13%,576
6/30/2021,331700010394,MS 394,Grade 5 ELA,27,20,7,6,86%,0,0%,1,14%,0,0%,14%,573
6/30/2021,331700010394,MS 394,Grade 5 Math,27,21,6,5,83%,1,17%,0,0%,0,0%,0%,572
6/30/2021,331700010394,MS 394,Grade 6 ELA,28,27,1,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010394,MS 394,Grade 6 Math,28,24,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010394,MS 394,Grade 7 ELA,31,25,6,2,33%,2,33%,1,17%,1,17%,33%,594
6/30/2021,331700010394,MS 394,Grade 7 Math,31,23,8,4,50%,3,38%,1,13%,0,0%,13%,580
6/30/2021,331700010394,MS 394,Grade 8 ELA,48,33,15,0,0%,4,27%,5,33%,6,40%,73%,607
6/30/2021,331700010394,MS 394,Grade 8 Math,48,42,6,3,50%,3,50%,0,0%,0,0%,0%,590
6/30/2021,331700010397,PS 397 FOSTER-LAURIE,Grade 3 ELA,32,12,20,0,0%,4,20%,11,55%,5,25%,80%,611
6/30/2021,331700010397,PS 397 FOSTER-LAURIE,Grade 3 Math,32,14,18,7,39%,3,17%,3,17%,5,28%,44%,597
6/30/2021,331700010397,PS 397 FOSTER-LAURIE,Grade 4 ELA,18,6,12,1,8%,1,8%,4,33%,6,50%,83%,613
6/30/2021,331700010397,PS 397 FOSTER-LAURIE,Grade 4 Math,18,6,12,5,42%,3,25%,4,33%,0,0%,33%,590
6/30/2021,331700010397,PS 397 FOSTER-LAURIE,Grade 5 ELA,20,11,9,0,0%,2,22%,2,22%,5,56%,78%,624
6/30/2021,331700010397,PS 397 FOSTER-LAURIE,Grade 5 Math,20,11,9,2,22%,2,22%,1,11%,4,44%,56%,607
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 3 ELA,29,29,0,0,,0,,0,,0,,,
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 3 Math,29,29,0,0,,0,,0,,0,,,
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 4 ELA,31,29,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 4 Math,31,29,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 5 ELA,30,30,0,0,,0,,0,,0,,,
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 5 Math,30,30,0,0,,0,,0,,0,,,
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 6 ELA,1,1,0,0,,0,,0,,0,,,
6/30/2021,331700010398,PS 398 WALTER WEAVER,Grade 6 Math,1,1,0,0,,0,,0,,0,,,
6/30/2021,331700010399,PS 399 STANLEY EUGENE CLARKE,Grade 3 ELA,34,34,0,0,,0,,0,,0,,,
6/30/2021,331700010399,PS 399 STANLEY EUGENE CLARKE,Grade 3 Math,34,34,0,0,,0,,0,,0,,,
6/30/2021,331700010399,PS 399 STANLEY EUGENE CLARKE,Grade 4 ELA,51,39,12,5,42%,6,50%,0,0%,1,8%,8%,579
6/30/2021,331700010399,PS 399 STANLEY EUGENE CLARKE,Grade 4 Math,51,51,0,0,,0,,0,,0,,,
6/30/2021,331700010399,PS 399 STANLEY EUGENE CLARKE,Grade 5 ELA,41,34,7,5,71%,1,14%,1,14%,0,0%,14%,586
6/30/2021,331700010399,PS 399 STANLEY EUGENE CLARKE,Grade 5 Math,41,41,0,0,,0,,0,,0,,,
6/30/2021,331700010484,RONALD EDMONDS LEARNING CTR II,Grade 6 ELA,53,39,14,4,29%,4,29%,3,21%,3,21%,43%,592
6/30/2021,331700010484,RONALD EDMONDS LEARNING CTR II,Grade 6 Math,53,38,15,10,67%,4,27%,1,7%,0,0%,7%,587
6/30/2021,331700010484,RONALD EDMONDS LEARNING CTR II,Grade 7 ELA,48,39,9,2,22%,3,33%,3,33%,1,11%,44%,602
6/30/2021,331700010484,RONALD EDMONDS LEARNING CTR II,Grade 7 Math,48,41,7,4,57%,2,29%,1,14%,0,0%,14%,580
6/30/2021,331700010484,RONALD EDMONDS LEARNING CTR II,Grade 8 ELA,52,41,11,2,18%,4,36%,4,36%,1,9%,45%,597
6/30/2021,331700010484,RONALD EDMONDS LEARNING CTR II,Grade 8 Math,52,40,12,7,58%,4,33%,1,8%,0,0%,8%,590
6/30/2021,331700010532,NEW BRIDGES ELEMENTARY,Grade 3 ELA,53,46,7,0,0%,1,14%,5,71%,1,14%,86%,610
6/30/2021,331700010532,NEW BRIDGES ELEMENTARY,Grade 3 Math,53,40,13,1,8%,2,15%,7,54%,3,23%,77%,602
6/30/2021,331700010532,NEW BRIDGES ELEMENTARY,Grade 4 ELA,58,49,9,2,22%,1,11%,3,33%,3,33%,67%,602
6/30/2021,331700010532,NEW BRIDGES ELEMENTARY,Grade 4 Math,58,49,9,1,11%,6,67%,1,11%,1,11%,22%,593
6/30/2021,331700010532,NEW BRIDGES ELEMENTARY,Grade 5 ELA,65,50,15,1,7%,5,33%,3,20%,6,40%,60%,611
6/30/2021,331700010532,NEW BRIDGES ELEMENTARY,Grade 5 Math,65,48,17,4,24%,2,12%,5,29%,6,35%,65%,604
6/30/2021,331700010705,BROOKLYN ARTS AND SCIENCE ELEMENTARY,Grade 3 ELA,45,27,18,3,17%,6,33%,5,28%,4,22%,50%,600
6/30/2021,331700010705,BROOKLYN ARTS AND SCIENCE ELEMENTARY,Grade 3 Math,45,22,23,9,39%,6,26%,7,30%,1,4%,35%,589
6/30/2021,331700010705,BROOKLYN ARTS AND SCIENCE ELEMENTARY,Grade 4 ELA,47,35,12,3,25%,3,25%,1,8%,5,42%,50%,598
6/30/2021,331700010705,BROOKLYN ARTS AND SCIENCE ELEMENTARY,Grade 4 Math,46,26,20,13,65%,3,15%,3,15%,1,5%,20%,582
6/30/2021,331700010705,BROOKLYN ARTS AND SCIENCE ELEMENTARY,Grade 5 ELA,43,28,15,3,20%,6,40%,2,13%,4,27%,40%,611
6/30/2021,331700010705,BROOKLYN ARTS AND SCIENCE ELEMENTARY,Grade 5 Math,43,22,21,12,57%,4,19%,3,14%,2,10%,24%,586
6/30/2021,331700010722,NEW HEIGHTS MIDDLE SCHOOL,Grade 6 ELA,80,80,0,0,,0,,0,,0,,,
6/30/2021,331700010722,NEW HEIGHTS MIDDLE SCHOOL,Grade 6 Math,80,80,0,0,,0,,0,,0,,,
6/30/2021,331700010722,NEW HEIGHTS MIDDLE SCHOOL,Grade 7 ELA,54,54,0,0,,0,,0,,0,,,
6/30/2021,331700010722,NEW HEIGHTS MIDDLE SCHOOL,Grade 7 Math,54,54,0,0,,0,,0,,0,,,
6/30/2021,331700010722,NEW HEIGHTS MIDDLE SCHOOL,Grade 8 ELA,87,87,0,0,,0,,0,,0,,,
6/30/2021,331700010722,NEW HEIGHTS MIDDLE SCHOOL,Grade 8 Math,87,87,0,0,,0,,0,,0,,,
6/30/2021,331700010770,PS 770 NEW AMERICAN ACADEMY,Grade 3 ELA,37,23,14,1,7%,3,21%,5,36%,5,36%,71%,613
6/30/2021,331700010770,PS 770 NEW AMERICAN ACADEMY,Grade 3 Math,37,23,14,1,7%,3,21%,4,29%,6,43%,71%,606
6/30/2021,331700010770,PS 770 NEW AMERICAN ACADEMY,Grade 4 ELA,25,20,5,1,20%,1,20%,1,20%,2,40%,60%,605
6/30/2021,331700010770,PS 770 NEW AMERICAN ACADEMY,Grade 4 Math,25,20,5,1,20%,2,40%,0,0%,2,40%,40%,595
6/30/2021,331700010770,PS 770 NEW AMERICAN ACADEMY,Grade 5 ELA,33,14,19,6,32%,5,26%,4,21%,4,21%,42%,607
6/30/2021,331700010770,PS 770 NEW AMERICAN ACADEMY,Grade 5 Math,33,15,18,9,50%,4,22%,4,22%,1,6%,28%,589
6/30/2021,331700011382,ACAD FOR COLLEGE PREP AND CAREER EXP,Grade 6 ELA,39,36,3,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700011382,ACAD FOR COLLEGE PREP AND CAREER EXP,Grade 6 Math,39,35,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700011382,ACAD FOR COLLEGE PREP AND CAREER EXP,Grade 7 ELA,43,39,4,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700011382,ACAD FOR COLLEGE PREP AND CAREER EXP,Grade 7 Math,43,41,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700011382,ACAD FOR COLLEGE PREP AND CAREER EXP,Grade 8 ELA,37,37,0,0,,0,,0,,0,,,
6/30/2021,331700011382,ACAD FOR COLLEGE PREP AND CAREER EXP,Grade 8 Math,37,35,2,-,-,-,-,-,-,-,-,-,-
6/30/2021,331700011543,"SCIENCE, TECH & RESEARCH EARLY COLLE",Grade 6 ELA,77,44,33,1,3%,5,15%,12,36%,15,45%,82%,613
6/30/2021,331700011543,"SCIENCE, TECH & RESEARCH EARLY COLLE",Grade 6 Math,77,48,29,6,21%,12,41%,7,24%,4,14%,38%,600
6/30/2021,331700011543,"SCIENCE, TECH & RESEARCH EARLY COLLE",Grade 7 ELA,68,42,26,0,0%,4,15%,13,50%,9,35%,85%,618
6/30/2021,331700011543,"SCIENCE, TECH & RESEARCH EARLY COLLE",Grade 7 Math,68,45,23,1,4%,8,35%,5,22%,9,39%,61%,610
6/30/2021,331700011543,"SCIENCE, TECH & RESEARCH EARLY COLLE",Grade 8 ELA,83,83,0,0,,0,,0,,0,,,
6/30/2021,331700011543,"SCIENCE, TECH & RESEARCH EARLY COLLE",Grade 8 Math,83,83,0,0,,0,,0,,0,,,
6/30/2021,331700011590,MEDGAR EVERS COLLEGE PREP SCHOOL,Grade 6 ELA,205,123,82,2,2%,5,6%,37,45%,38,46%,91%,615
6/30/2021,331700011590,MEDGAR EVERS COLLEGE PREP SCHOOL,Grade 6 Math,205,133,72,9,13%,24,33%,26,36%,13,18%,54%,604
6/30/2021,331700011590,MEDGAR EVERS COLLEGE PREP SCHOOL,Grade 7 ELA,183,122,61,4,7%,4,7%,28,46%,25,41%,87%,619
6/30/2021,331700011590,MEDGAR EVERS COLLEGE PREP SCHOOL,Grade 7 Math,183,183,0,0,,0,,0,,0,,,
6/30/2021,331700011590,MEDGAR EVERS COLLEGE PREP SCHOOL,Grade 8 ELA,165,165,0,0,,0,,0,,0,,,
6/30/2021,331700011590,MEDGAR EVERS COLLEGE PREP SCHOOL,Grade 8 Math,165,165,0,0,,0,,0,,0,,,
